SMILES
O=C(CCCN1CCN(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1ccc(F)cc1
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)c(Cl)c5)C4)n3C)cccc2n1
COc1ccc(Br)cc1-c1nc(CN2CCN(c3ccccc3)CC2)co1
CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21
Cc1cccc2c1C(=O)N(CCCCCN1CC=C(c3c[nH]c4ccc(F)cc34)CC1)C2=O
O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc3cccnc23)CC1
CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1
O=C1CC(CN2CCC(c3noc4cc(F)ccc34)CC2)Cc2occc21
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccc4[nH]ccc4c3O1)CC2
Fc1ccc(-c2cncc(CN3CCN(c4ccccc4)CC3)c2)cc1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cccn12
COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2F)c2ccc(Cl)cc2)CC1
O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1cc2ccccc2o1
Br.O=C1c2ccccc2CCC1C1CCN(CCc2ccccc2)CC1
COc1ccc(OC(C)CN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1
O=C(O)C(=O)O.Oc1cc2c(cc1Cl)CCC(CNCc1ccccc1)O2
O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2ccccc2C1
CCc1cc(O)c(OC)c(C(=O)NC[CH]2CCCN2CC)c1Br
COc1cccc(N2CCN(CCNC(=O)c3cc(Br)c4ccccc4c3OC)CC2)c1
Cc1cccc(N2CCN(CCCC(=O)NCc3nc4cc(F)ccc4c(=O)n3-c3ccccc3)CC2)c1C
O=C(CCCN1CCC(O)(c2cccc(Cl)c2Cl)CC1)c1ccc(F)cc1
Cl.Nc1ncc(-c2cccc3c2ccn3S(=O)(=O)c2ccccc2)[nH]1
C[CH]1Cc2ccccc2N1C(=O)CN1CCN(Cc2cccc(Cl)c2)CC1
O=C1Cc2c(ccc3c2OC[CH](CNCCC2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1
COc1cccc(N2CCN(CCCCNC(=O)c3ccc(-c4ccsc4)cc3)CC2)c1
COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1
O=C(N[CH]1CC[CH](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cc2ccccc2[nH]1
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Cl)cc3)c3ccccc32)CC1
O=C1NCc2ccc(OCCCN3CCN(c4cccc5c4CCCC5)CC3)cc21
C[CH]1CN(Cc2ccc(Cl)cc2)[CH](C)CN1CC(=O)N1CCc2ccccc21
O=C(CCCN1CCc2ccccc2C1)c1ccc(Cl)cc1
O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCOc4ccc(F)cc4)CC3)cccc21
O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1cccs1
O=C(N[CH]1CC[CH](CCN2CCC(c3coc4ccccc34)CC2)CC1)c1ccccc1
COc1ccc(-c2c(=O)n(CCCCN3CCCC(c4c[nH]c5ccccc45)C3)c(=O)n3ccccc23)cc1
CC(C)CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1
COc1ccccc1N1CCN(CCCN2CCCc3ncsc3C2)CC1
CCCN(CCc1ccc(C)cc1)[CH]1CCc2c(O)cccc2C1
Br.Oc1cc2c(cc1Cl)CCNCC2c1ccccc1
c1ccc(CN2CCN(Cc3csc(-c4ccccc4)n3)CC2)cc1
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)Nc3cc(Cl)cc(Cl)c3)c3ccccc32)CC1
O=C1CC(c2c[nH]c3ccc(F)cc23)C(=O)N1CCCCN1CCC(c2c[nH]c3ccccc23)CC1
NCCCC[CH](NC(=O)[CH](Cc1ccc(F)c(F)c1)NC(=O)[CH]1CCCN1C(=O)CCCCCNC(=O)[CH]1CC[CH]2c3[nH]c4ccccc4c3CCN2C1)C(N)=O
C1=C(c2ccccc2)CCN(Cc2cnn(-c3ccccc3)c2)C1
CCCN(CCC)CCc1cccc2c1CC(=O)N2
CN1CCc2cc3nc(N)sc3cc2CC1
CCCN1CC[CH]2Cc3c(cccc3OC)C[CH]21
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2n[nH]cc2C1
CCCN1CCC(c2n[nH]c3ccccc23)CC1
COc1ccc2c(n1)CN[CH]1CCc3cc(O)c(O)cc3[CH]21
